company1,company2,similarity,block_key,company1_processed,company2_processed,idx1,idx2,component_id,component_size
ThinkBack Creative Agency,ThinkBack Creative Agency,1.0,name_first_word_thinkback,thinkback creative agency,thinkback creative agency,30849,24542,4962,2
ThinkBack Brand Studio,ThinkBack Brand Studio,1.0,name_first_word_thinkback,thinkback brand studio,thinkback brand studio,21058,11848,4963,2
Thompson Taraz Rand,Thompson Taraz Rand10,1.0,name_first_word_thompson,thompson taraz rand,thompson taraz rand10,721,9316,4964,3
Thompson Taraz Rand,Thompson Taraz Rand,1.0,name_first_word_thompson,thompson taraz rand,thompson taraz rand,721,31709,4964,3
Three Birds Bodycare and Massage,Three Birds Bodycare and Massage,1.0,name_first_word_three,three birds bodycare and massage,three birds bodycare and massage,7782,30039,4965,2
Tonton Bread,Tonton Bread,1.0,name_first_word_tonton,tonton bread,tonton bread,16498,24244,4966,2
Torteria Adriana,Torteria Adriana,1.0,name_first_word_torteria,torteria adriana,torteria adriana,14129,4706,4967,3
Training Sport E Ginastica,Training Sport E Ginastica,1.0,name_first_word_training,training sport e ginastica,training sport e ginastica,8264,14270,4968,2
Tresmarinos,Tresmarinos,1.0,name_first_word_tresmarinos,tresmarinos,tresmarinos,4217,4537,4969,2
TRILI MAJU,Trili Maju,1.0,name_first_word_trili,trili maju,trili maju,23618,15561,1528,3
Tripstar,Tripstar,1.0,name_first_word_tripstar,tripstar,tripstar,9250,25895,1692,4
TROMBLY PLUMBING & HEATING INC.,TROMBLY PLUMBING & HEATING INC.,1.0,name_first_word_trombly,trombly plumbing heating inc,trombly plumbing heating inc,31009,13227,2624,4
TROMBLY PLUMBING & HEATING INC.,Trombly Plumbing Heating Inc.,1.0,name_first_word_trombly,trombly plumbing heating inc,trombly plumbing heating inc,31009,11406,2624,4
Trusthaven Immigration Services Limited,Trusthaven Immigration Services Limited,1.0,name_first_word_trusthaven,trusthaven immigration services,trusthaven immigration services,33073,8610,1275,5
Trusthaven Immigration Services Limited,Trusthaven Immigration,1.0,name_first_word_trusthaven,trusthaven immigration services,trusthaven immigration,33073,32053,1275,5
Trusthaven Immigration Services,Trusthaven Immigration,1.0,name_first_word_trusthaven,trusthaven immigration services,trusthaven immigration,18387,32053,1275,5
Trusthaven Immigration Services,Trusthaven Immigration Services,1.0,name_first_word_trusthaven,trusthaven immigration services,trusthaven immigration services,18387,23050,1275,5
Trutz Haase,Trutz Haase,1.0,name_first_word_trutz,trutz haase,trutz haase,2978,29156,4970,2
Truwise,TRUWISE,1.0,name_first_word_truwise,truwise,truwise,2936,13038,2945,4
Turpins Bar & Grill,Turpins Bar & Grill,1.0,name_first_word_turpins,turpins bar grill,turpins bar grill,19783,3919,4971,2
UBC Gym,UBC Gym,1.0,name_first_word_ubc,ubc gym,ubc gym,29057,6178,2074,3
Ukay Express,Ukay Express,1.0,name_first_word_ukay,ukay express,ukay express,29936,20085,323,5
UnderFoot LLC.,Underfoot LLC.,1.0,name_first_word_underfoot,underfoot llc,underfoot llc,13760,17416,4972,6
Underfoot,Underfoot Llc,1.0,name_first_word_underfoot,underfoot,underfoot,5834,13119,4972,6
Upside Roofing,Upside Roofing & Siding,1.0,name_first_word_upside,upside roofing,upside roofing siding,23840,14641,4973,3
Upside Roofing,Upside Roofing,1.0,name_first_word_upside,upside roofing,upside roofing,23840,32841,4973,3
Used Challenger Tractors,Used Challenger Tractors,1.0,name_first_word_used,used challenger tractors,used challenger tractors,5345,10258,4974,4
Used Challenger Tractors,Used Challenger tractors,1.0,name_first_word_used,used challenger tractors,used challenger tractors,5345,32275,4974,4
Used Challenger tractors,Used Challenger tractors,1.0,name_first_word_used,used challenger tractors,used challenger tractors,32275,8622,4974,4
USER FRIENDLY COMPUTING,USER FRIENDLY COMPUTING,1.0,name_first_word_user,user friendly computing,user friendly computing,11062,8174,4975,4
Vanilla en Glaze,Vanilla Ën Glaze,1.0,name_first_word_vanilla,vanilla en glaze,vanilla en glaze,17303,13074,4976,5
Vanilla en Glaze,Vanilla En Glaze,1.0,name_first_word_vanilla,vanilla en glaze,vanilla en glaze,17303,4468,4976,5
Vanilla Ën Glaze,Vanilla En Glaze,1.0,name_first_word_vanilla,vanilla en glaze,vanilla en glaze,13074,4468,4976,5
VASQ PR,VASQ PR,1.0,name_first_word_vasq,vasq pr,vasq pr,12257,3654,4977,4
VDG Finance,VDG Finances,1.0,name_first_word_vdg,vdg finance,vdg finances,26847,7925,3159,3
Veggie,Veggie,1.0,name_first_word_veggie,veggie,veggie,12917,11318,1207,3
Vietesoft,Vietesoft,1.0,name_first_word_vietesoft,vietesoft,vietesoft,27063,3634,4978,2
Viking Solutions,Viking Solutions,1.0,name_first_word_viking,viking solutions,viking solutions,7314,9641,4979,3
Villabyens VVS,Villabyens vvs,1.0,name_first_word_villabyens,villabyens vvs,villabyens vvs,27721,29562,4980,4
Villabyens vvs,Villabyens vvs,1.0,name_first_word_villabyens,villabyens vvs,villabyens vvs,29562,30333,4980,4
Vindk8 Entertainment,Vindk8 Entertainment,1.0,name_first_word_vindk8,vindk8 entertainment,vindk8 entertainment,3395,9365,4981,2
Vinlash Factory,Vinlash Factory,1.0,name_first_word_vinlash,vinlash factory,vinlash factory,30615,26044,4982,4
Viraj Bhatt - Mortgage Agent,Viraj Bhatt - Mortgage Agent,1.0,name_first_word_viraj,viraj bhatt mortgage agent,viraj bhatt mortgage agent,11955,13014,4983,2
Visalli Consultoria e Corretagem de Seguros,Visalli Consultoria e Corretagem de Seguros,1.0,name_first_word_visalli,visalli consultoria e corretagem de seguros,visalli consultoria e corretagem de seguros,25408,3490,4984,2
Visalli Seguros,Visalli Seguros,1.0,name_first_word_visalli,visalli seguros,visalli seguros,22467,5750,4985,2
Vital Living Wellness Solutions,Vital Living Wellness Solutions,1.0,name_first_word_vital,vital living wellness solutions,vital living wellness solutions,17176,10522,4986,2
Voujon Long Buckby,Voujon Long Buckby,1.0,name_first_word_voujon,voujon long buckby,voujon long buckby,18646,10266,4987,2
Wahlefeld,Wahlefeld,1.0,name_first_word_wahlefeld,wahlefeld,wahlefeld,8387,26680,4989,2
Waldorf-Spielgruppe Tautropfen,Waldorf-Spielgruppe Tautropfen,1.0,name_first_word_waldorfspielgruppe,waldorfspielgruppe tautropfen,waldorfspielgruppe tautropfen,12865,11234,4990,2
Wally & Ossies Pizza,Wally & Ossie's Pizza,1.0,name_first_word_wally,wally ossies pizza,wally ossies pizza,27584,24660,4991,2
Wally and Ossies Pizza in Campsie,Wally and Ossies Pizza in Campsie,1.0,name_first_word_wally,wally and ossies pizza in campsie,wally and ossies pizza in campsie,12688,15474,4992,2
Warr Acres Dental Group,Warr Acres Dental Group,1.0,name_first_word_warr,warr acres dental group,warr acres dental group,2180,19268,4994,2
Web Tours,Web Tours,1.0,name_first_word_web,web tours,web tours,25716,21972,1454,7
Web Delivery,Web Delivery,1.0,name_first_word_web,web delivery,web delivery,28138,7467,4995,2
WEBNOTORIÉTÉ,WEBNOTORIETE,1.0,name_first_word_webnotoriete,webnotoriete,webnotoriete,24112,17398,4177,5
Webnotoriete,WEBNOTORIETE,1.0,name_first_word_webnotoriete,webnotoriete,webnotoriete,14865,17398,4177,5
Webnotoriété,WEBNOTORIETE,1.0,name_first_word_webnotoriete,webnotoriete,webnotoriete,8996,17398,4177,5
Weddingfares,Weddingfares,1.0,name_first_word_weddingfares,weddingfares,weddingfares,2592,17045,3862,4
Wei Yeong,Wei Yeong,1.0,name_first_word_wei,wei yeong,wei yeong,23302,24287,4996,2
Well cure pharmacy,Well cure pharmacy,1.0,name_first_word_well,well cure pharmacy,well cure pharmacy,1903,22137,4997,2
Wells CPA,Wells CPA LLC.,1.0,name_first_word_wells,wells cpa,wells cpa llc,19057,32806,890,3
Wessbecker Automotive,Wessbecker Automotive,1.0,name_first_word_wessbecker,wessbecker automotive,wessbecker automotive,6019,15572,4998,2
Westbourne Civil Engineering,Westbourne Civil Engineering,1.0,name_first_word_westbourne,westbourne civil engineering,westbourne civil engineering,17078,10927,4999,4
Westbourne Civil Engineering Ltd.,Westbourne Civil Engineering Ltd.,1.0,name_first_word_westbourne,westbourne civil engineering ltd,westbourne civil engineering ltd,4023,10200,4999,4
Westmark Projects,Westmark Projects,1.0,name_first_word_westmark,westmark projects,westmark projects,11302,5367,5000,2
Westpackers and Movers,Westpackers and Movers,1.0,name_first_word_westpackers,westpackers and movers,westpackers and movers,5169,15507,5001,2
William Urbas DPM FACFAS,William Urbas DPM FACFAS,1.0,name_first_word_william,william urbas dpm facfas,william urbas dpm facfas,31805,4222,5002,2
Willow Tree Projects,WILLOW TREE PROJECTS,1.0,name_first_word_willow,willow tree projects,willow tree projects,11720,17391,5003,2
Willowbend Campground,Willowbend Campground,1.0,name_first_word_willowbend,willowbend campground,willowbend campground,14130,9772,4316,4
WILSON PAVING AND LANDSCAPING LIMITED,Wilson paving and landscaping,1.0,name_first_word_wilson,wilson paving and landscaping,wilson paving and landscaping,6531,29753,2683,4
Wilson paving and landscaping,Wilson paving and landscaping,1.0,name_first_word_wilson,wilson paving and landscaping,wilson paving and landscaping,29753,21583,2683,4
Windmeul Ingenieurswerke,Windmeul Ingenieurswerke,1.0,name_first_word_windmeul,windmeul ingenieurswerke,windmeul ingenieurswerke,30170,20507,5004,2
Wisdom Consulting,Wisdom Consulting,1.0,name_first_word_wisdom,wisdom consulting,wisdom consulting,26416,20369,1694,4
Wisdom Consulting SL.,Wisdom Consulting Sl.,1.0,name_first_word_wisdom,wisdom consulting sl,wisdom consulting sl,14220,24125,1694,4
WLC CERTIFIED PUBLIC ACCOUNTANTS PC.,Wlc Certified Public Accountants Pc,1.0,name_first_word_wlc,wlc certified public accountants pc,wlc certified public accountants pc,13024,4980,5005,5
WLC CERTIFIED PUBLIC ACCOUNTANTS PC.,WLC CERTIFIED PUBLIC ACCOUNTANTS PC.,1.0,name_first_word_wlc,wlc certified public accountants pc,wlc certified public accountants pc,13024,31467,5005,5
Wlc Certified Public Accountants Pc,Wlc Certified Public Accountants Pc,1.0,name_first_word_wlc,wlc certified public accountants pc,wlc certified public accountants pc,4980,10966,5005,5
WORD OF LIFE CHRISTIAN CENTER KALISPELL,WORD OF LIFE CHRISTIAN CENTER KALISPELL,1.0,name_first_word_word,word of life christian center kalispell,word of life christian center kalispell,13417,18921,5008,4
WORD OF LIFE CHRISTIAN CENTER KALISPELL,Word of Life Christian Center Kalispell,1.0,name_first_word_word,word of life christian center kalispell,word of life christian center kalispell,13417,25098,5008,4
Wortspiel – Logopädie,Wortspiel – Logopädie,1.0,name_first_word_wortspiel,wortspiel logopadie,wortspiel logopadie,4797,15259,5009,2
YESO JIMENEZ,Yeso Jimenez,1.0,name_first_word_yeso,yeso jimenez,yeso jimenez,25535,27005,4092,3
Yoshida Imóveis,Yoshida Imoveis,1.0,name_first_word_yoshida,yoshida imoveis,yoshida imoveis,13746,24901,5010,3
Yoshida Imóveis,Yoshida Imóveis,1.0,name_first_word_yoshida,yoshida imoveis,yoshida imoveis,13746,25206,5010,3
Zamarripa's Tire & Auto Sales Inc.,ZAMARRIPA'S TIRE & AUTO SALES INC.,1.0,name_first_word_zamarripas,zamarripas tire auto sales inc,zamarripas tire auto sales inc,4864,27187,1087,4
ZAMARRIPA'S TIRE & AUTO SALES INC.,ZAMARRIPA'S TIRE & AUTO SALES INC.,1.0,name_first_word_zamarripas,zamarripas tire auto sales inc,zamarripas tire auto sales inc,27187,26712,1087,4
ZAMARRIPA'S TIRE & AUTO SALES INC.,Zamarripa's,1.0,name_first_word_zamarripas,zamarripas tire auto sales inc,zamarripas,27187,23788,1087,4
Zani Del Fra',Zani Del Fra',1.0,name_first_word_zani,zani del fra,zani del fra,4326,23595,2801,4
ZAVAS,Zavas,1.0,name_first_word_zavas,zavas,zavas,32244,15036,1744,5
ZAVAS,ZAVAS,1.0,name_first_word_zavas,zavas,zavas,32244,17455,1744,5
ZAVAS d.o.o.,ZAVAS d.o.o.,1.0,name_first_word_zavas,zavas doo,zavas doo,6937,22446,1744,5
ZETADEMY,Zetademy,1.0,name_first_word_zetademy,zetademy,zetademy,27185,6659,5011,4
ZETADEMY,ZETADEMY,1.0,name_first_word_zetademy,zetademy,zetademy,27185,29526,5011,4
Zetademy,Zetademy,1.0,name_first_word_zetademy,zetademy,zetademy,6659,4379,5011,4
Zicklin Contracting,ZICKLIN CONTRACTING CORP,1.0,name_first_word_zicklin,zicklin contracting,zicklin contracting,31285,26935,4544,3
The Dog Wash,The Dog Wash,1.0,website_dogwash,the dog wash,the dog wash,14678,14744,5012,2
Andrea Veramonti,Andrea Veramonti,1.0,website_andreaveramonti,andrea veramonti,andrea veramonti,10531,21151,4222,4
Ellis Cabinet and Millwork,Ellis Cabinet and Millwork,1.0,website_elliscabinet,ellis cabinet and millwork,ellis cabinet and millwork,25897,10479,5013,4
Oftur,OFTUR,1.0,website_oftur,oftur,oftur,27394,11212,2595,5
Capital Brokers Group,Capital Brokers Group,1.0,website_capitalbrokersgroup,capital brokers group,capital brokers group,6870,21564,5014,3
Cuisitec,CUISITEC,1.0,website_cuisitec,cuisitec,cuisitec,64,24968,787,5
CUISITEC,CUISITEC,1.0,website_cuisitec,cuisitec,cuisitec,24968,29388,787,5
Imobiliária Atlântica & Desde 1947,Imobiliária Atlântica & Desde 1947,1.0,website_atlantica1947,imobiliaria atlantica desde 1947,imobiliaria atlantica desde 1947,7489,73,5015,2
Western Oregon Web Press Inc.,Western Oregon Web Press Inc.,1.0,website_oregonwebpress,western oregon web press inc,western oregon web press inc,22306,1614,5016,2
TOP TIER MOVING AND STORAGE,TOP TIER MOVING AND STORAGE,1.0,website_toptiermoving,top tier moving and storage,top tier moving and storage,23809,12528,5017,3
PRO ACTIV e-Bike Center,PRO ACTIV e-Bike Center,1.0,website_proactiv-gmbh,pro activ ebike center,pro activ ebike center,27919,3987,5018,2
Dr. V Clinic of Acupuncture and Integrative Oriental Medicine,Dr. V Clinic of Acupuncture and Integrative Oriental Medicine,1.0,website_drvclinic,dr v clinic of acupuncture and integrative oriental medicine,dr v clinic of acupuncture and integrative oriental medicine,8884,119,5019,2
M & M HEADGEAR INC.,M & M Headgear Inc.,1.0,website_qfitt,m m headgear inc,m m headgear inc,15688,21969,5020,2
Alpha Marktec Materiais Elétricos,Alpha Marktec Materiais Elétricos,1.0,website_alphamarktec,alpha marktec materiais eletricos,alpha marktec materiais eletricos,11488,25401,5021,3
ALPHA MARKTEC,Alpha Marktec,1.0,website_alphamarktec,alpha marktec,alpha marktec,4114,3839,5022,2
BROADWAY VETERINARY HOSPITAL,Broadway Veterinary Hospital,1.0,website_broadwayvh,broadway veterinary hospital,broadway veterinary hospital,2852,16045,2130,5
Broadway Veterinary Hospital,Broadway Veterinary Hospital,1.0,website_broadwayvh,broadway veterinary hospital,broadway veterinary hospital,16045,149,2130,5
JAM GYM | JOINING ALL MOVEMENT,JAM GYM | JOINING ALL MOVEMENT,1.0,website_joiningallmovement,jam gym joining all movement,jam gym joining all movement,6831,28858,5023,3
White Cottage Country Crafts,White Cottage Country Crafts,1.0,website_whitecottagecountrycrafts,white cottage country crafts,white cottage country crafts,161,32969,5025,3
Kamloops Travel World,Kamloops Travel World,1.0,website_kamloopstravelworld,kamloops travel world,kamloops travel world,29937,178,5026,3
Kamloops Travel World,KAMLOOPS TRAVEL WORLD,1.0,website_kamloopstravelworld,kamloops travel world,kamloops travel world,29937,28221,5026,3
Portspecialisten A/S.,Portspecialisten A/S.,1.0,website_portspecialisten,portspecialisten as,portspecialisten as,29290,17165,799,4
Asia Link,Asialink,1.0,website_asialink,asia link,asialink,13382,8668,655,4
CROWN POINT SOLUTIONS LLC.,Crown Point Solutions LLC.,1.0,website_crownpointsolutions,crown point solutions llc,crown point solutions llc,6417,3415,5027,4
Crown Point Solutions,Crown Point Solutions,1.0,website_crownpointsolutions,crown point solutions,crown point solutions,210,29302,5027,4
Klinika Sfera,Klinika Sfera,1.0,website_klinikasfera,klinika sfera,klinika sfera,5890,14631,2784,3
Koraditemple,Koradi Temple,1.0,website_koraditemple,koraditemple,koradi temple,30465,32072,2371,3
Midland Bistro,Midland Bistro,1.0,website_midlandbistro,midland bistro,midland bistro,33440,20578,5030,3
Aqua-Storm Company,Aqua Storm Company,1.0,website_aqua-storm,aquastorm,aqua storm,24402,16084,2240,3
Forum SuperMayorista,Forum Supermayorista,1.0,website_forum,forum supermayorista,forum supermayorista,329,19950,5032,2
Ultrabyte International Pvt. Ltd.,Ultrabyte International Pvt. Ltd.,1.0,website_ultrabyteit,ultrabyte international pvt ltd,ultrabyte international pvt ltd,24355,18719,1658,5
groupe Brunet,Groupe Brunet,1.0,website_groupebrunet,groupe brunet,groupe brunet,19392,450,434,5
groupe Brunet,PARUTTO SAS,1.0,website_groupebrunet,groupe brunet,parutto sas,19392,15213,434,5
groupe Brunet,Groupe BRUNET,1.0,website_groupebrunet,groupe brunet,groupe brunet,19392,17818,434,5
Groupe Brunet,Groupe Brunet,1.0,website_groupebrunet,groupe brunet,groupe brunet,450,8162,434,5
St. Lawrence Outfitters Inc.,St. Lawrence Outfitters Inc.,1.0,website_stlawrenceoutfitters,st lawrence outfitters inc,st lawrence outfitters inc,21728,27649,5033,4
St. Lawrence Outfitters,St. Lawrence Outfitters,1.0,website_stlawrenceoutfitters,st lawrence outfitters,st lawrence outfitters,457,14925,5033,4
Majestik Braiding,Majestic Braiding,1.0,website_majestikbraiding,majestik braiding,majestic braiding,20388,26571,1667,4
Urban Beautyrugby,Urban Beautyrugby,1.0,website_urbanbeautyrugby,urban beautyrugby,urban beautyrugby,3504,470,5034,3
One Accord Legal LLC.,One Accord Legal LLC.,1.0,website_oneaccord,one accord legal llc,one accord legal llc,1899,471,1878,3
House Cleaning Ocala,House Cleaning Ocala,1.0,website_housecleaningocalafl,house cleaning ocala,house cleaning ocala,11812,7338,5035,2
DiPisa's Pizza,Dipisa'S Pizza,1.0,website_dipisaspizza,dipisas pizza,dipisas pizza,23917,12334,822,6
DiPisa's Pizza,DiPisa's Pizza,1.0,website_dipisaspizza,dipisas pizza,dipisas pizza,23917,502,822,6
DiPisa's Pizza,Dipisa’s Pizza,1.0,website_dipisaspizza,dipisas pizza,dipisas pizza,23917,21660,822,6
Dipisa'S Pizza,Dipisa's Pizza,1.0,website_dipisaspizza,dipisas pizza,dipisas pizza,12334,4240,822,6
Dipisa'S Pizza,Dipisa’s Pizza,1.0,website_dipisaspizza,dipisas pizza,dipisas pizza,12334,21660,822,6
Katy TV Service,Katy TV Service,1.0,website_katytvservice,katy tv service,katy tv service,31264,4450,5036,2
East Atlantic Network,East Atlantic Network,1.0,website_eastatlanticnetwork,east atlantic network,east atlantic network,28519,11992,1422,3
